69,53,54,77,61,58,50,0,53,25,25,25,63,63,0,62,62,0,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,25,63,63,0,62,62,0,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,61,58,58,50,0,53,25,63,0,62,0,32,32,32,54,0,58,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,0,53,25,63,0,62,0,32,32,54,54,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,77,61,58,50,0,53,25,25,63,0,62,0,32,54,0,58,58,58,58,58,58,58
69,53,54,54,54,54,77,61,61,58,50,0,53,25,63,0,62,0,32,54,54,0,58,58,58,58,58,58,58
69,53,54,54,54,54,77,61,61,58,50,0,53,25,63,0,62,0,32,54,54,0,58,58,58,58,58,58,58
69,53,54,54,54,54,77,61,61,58,50,0,53,25,63,0,62,0,32,54,54,0,58,58,58,58,58,58,58
69,53,54,54,54,54,77,61,61,58,50,0,53,25,63,0,62,0,32,54,54,0,58,58,58,58,58,58,58
69,53,54,54,54,54,77,61,61,58,50,0,53,25,63,0,62,0,32,54,54,0,58,58,58,58,58,58,58
69,53,54,54,54,54,77,61,61,58,50,0,53,25,63,0,62,0,32,54,54,0,58,58,58,58,58,58,58
69,53,54,54,54,54,77,61,61,58,50,0,53,25,63,0,62,0,32,54,54,0,58,58,58,58,58,58,58
